full_name,first_name,last_name,company,Region(s),Stages,Industries
James Blair,James,Blair,Domain Associates,"San Diego, California; New York, New York; Princeton, New Jersey",Series A; Series B; Other Lists,Pharmaceuticals; BioTech; Los Angeles / Southern California; New York City
Brian Dovey,Brian,Dovey,Domain Associates,"New York, New York; Princeton, New Jersey",Seed; Series B; Other Lists,Medical Devices; Pharmaceuticals; BioTech; New York City
Brian Halak,Brian,Halak,Domain Associates,"Philadelphia, Pennsylvania; Princeton, New Jersey; Pennsylvania",Seed; Series A; Series B; Other Lists,Medical Devices; Pharmaceuticals; BioTech; Digital Health; New York City
Kim P. Kamdar,Kim,P. Kamdar,Domain Associates,"San Diego, California; California",Series A; Series B; Other Lists,Pharmaceuticals; BioTech; Health & Hospital Services; Health IT; Female Investors; Diverse Investors; Los Angeles / Southern California
Dennis Podlesak,Dennis,Podlesak,Domain Associates,"New York, New York",Seed; Series A; Series B; Other Lists,Pharmaceuticals; Digital Health; Health & Hospital Services; Health IT; New York City
Jesse Treu,Jesse,Treu,Domain Associates,New York City,Seed; Series A; Series B; Other Lists,Diagnostics; Pharmaceuticals; BioTech
Nicole Vitullo,Nicole,Vitullo,Domain Associates,"Princeton, New Jersey; New York, New York",Seed; Series B; Other Lists,Therapeutics; Pharmaceuticals; BioTech; Female Investors; Diverse Investors; New York City
Debra K. Liebert,Debra,K. Liebert,Domain Associates,"San Diego, California",Seed; Series A; Series B; Other Lists,Pharmaceuticals; BioTech; Health & Hospital Services; Health IT; Female Investors; Los Angeles / Southern California; Diverse Investors
Bijoy B.,Bijoy,B.,FiDi Ventures,San Francisco Bay Area,Pre-seed; Seed; Other Lists,Human Capital/HRTech; Education; Future of Work; E-commerce; FinTech; AI
Michael Manne,Michael,Manne,FiDi Ventures,"New York, New York",Pre-seed; Seed; Other Lists,"Human Capital/HRTech; Education; Payments; Future of Work; E-commerce; AI; FinTech; Angel, Scout, and Solo-Capitalists; New York City"
Conor O'Donoghue,Conor,O'Donoghue,FiDi Ventures,New York City,Pre-seed; Seed; Other Lists,Human Capital/HRTech; Education; Future of Work; Payments; E-commerce; AI; FinTech
Matt Straz,Matt,Straz,FiDi Ventures,New York City,Pre-seed; Seed; Other Lists,Human Capital/HRTech; Education; Future of Work; Payments; E-commerce; AI; FinTech
Sherif Nessim,Sherif,Nessim,Jedar Capital,New York City,Seed; Series A; Other Lists,Messaging; Logistics; TransportationTech; Retail; Digital Health; Marketplaces; Health & Hospital Services; Health IT; FinTech; Enterprise
Nathan Bays,Nathan,Bays,Lifeforce Capital,"Washington, D.C.",Seed; Series A; Other Lists,Digital Health; Health & Hospital Services; Health IT
Peter DiLaura,Peter,DiLaura,Lifeforce Capital,"San Francisco, California",Seed; Series A; Other Lists,Digital Health; Health & Hospital Services; BioTech; Health IT; San Francisco Bay Area
Sander Duncan,Sander,Duncan,Lifeforce Capital,New York City,Seed; Series A; Other Lists,Digital Health; Health & Hospital Services; Health IT
Thomas Fisher,Thomas,Fisher,Lifeforce Capital,"Chicago, Illinois",Seed; Series A; Other Lists,Digital Health; Health & Hospital Services; Health IT; Midwest
Dora Hughes,Dora,Hughes,Lifeforce Capital,"Washington, District of Columbia",Seed; Series A; Other Lists,"Digital Health; Health & Hospital Services; BioTech; Health IT; Washington, D.C."
John Noonan,John,Noonan,Lifeforce Capital,San Francisco Bay Area,Seed; Series A; Other Lists,Digital Health; Health & Hospital Services; Health IT
Adam Besvinick,Adam,Besvinick,Looking Glass Capital,"New York City; Canada; San Francisco Bay Area; New York, New York; Los Angeles, California; Boston, Massachusetts; Toronto, Ontario; Chicago, Illinois; Seattle, Washington",Pre-seed; Seed; Other Lists,Education; Health IT; Creator/Passion Economy; Health & Hospital Services; ClimateTech/CleanTech; SaaS; Seattle / Portland; Boston / New England; British Columbia; Midwest; Los Angeles / Southern California; Investors who invested in female founders; Investors who invested in diverse founders
Jacob Butler,Jacob,Butler,Looking Glass Capital,California,Seed; Series A; Other Lists,ClimateTech/CleanTech; Digital Health; Health IT; Health & Hospital Services; Los Angeles / Southern California
Nick Fehr,Nick,Fehr,Looking Glass Capital,"Los Angeles, California",Seed; Series A; Other Lists,Real Estate/PropTech; Los Angeles / Southern California
Yoni Rubin,Yoni,Rubin,Looking Glass Capital,"New York, New York",Seed; Series A; Other Lists,ClimateTech/CleanTech; Digital Health; Health & Hospital Services; Health IT; New York City
Stephanie Sollers,Stephanie,Sollers,Looking Glass Capital,"Los Angeles, California",Seed; Series A; Other Lists,Food and Beverage; Real Estate/PropTech; Marketplaces; Los Angeles / Southern California
Jeremy Terman,Jeremy,Terman,Looking Glass Capital,"Kansas City, Missouri",Seed; Series A; Other Lists,"Lodging/Hospitality; MarketingTech; Sales & CRM; ClimateTech/CleanTech; Consumer Health; SaaS; Midwest; Angel, Scout, and Solo-Capitalists"
Melissa Fensterstock,Melissa,Fensterstock,Material Impact,New York City,Seed; Series A; Other Lists,DeepTech
Christian Theriault,Christian,Theriault,Material Impact,,Pre-seed; Seed; Series A; Other Lists,Semiconductors; ConstructionTech; Material Science; Manufacturing; Hardware; DeepTech; AgTech; EnergyTech; Robotics; ClimateTech/CleanTech; Investors who were founders; Investors who invested in female founders; Investors who invested in diverse founders; New York City
Ryan Abronski,Ryan,Abronski,Morgan Creek Capital Management,"Orlando, Florida",Seed; Series A; Series B; Other Lists,Web3/Blockchain; Web3/Crypto; Digital Health; Health & Hospital Services; AI; Health IT; Raleigh-Durham / Southeast US
Christopher Arnold,Christopher,Arnold,Morgan Creek Capital Management,"Boston, Massachusetts",Seed; Series A; Series B; Other Lists,IoT; Data Services; Web3/Blockchain; E-commerce; Digital Health; AI; Health & Hospital Services; SaaS; Health IT; Web3/Crypto; Boston / New England
Darpan Biswas,Darpan,Biswas,Morgan Creek Capital Management,"Durham, North Carolina",Seed; Series A; Series B; Other Lists,Web3/Blockchain; Web3/Crypto; Raleigh-Durham / Southeast US
Michael Fair,Michael,Fair,Morgan Creek Capital Management,"Chapel Hill, North Carolina",Seed; Series A; Series B; Other Lists,Web3/Crypto; Web3/Blockchain; AI; Raleigh-Durham / Southeast US
Peter Gutrich,Peter,Gutrich,Morgan Creek Capital Management,"Chapel Hill, North Carolina",Seed; Series A; Series B; Other Lists,Social Networks; Cybersecurity; EnergyTech; Robotics; Payments; E-commerce; Digital Health; Health & Hospital Services; Health IT; SaaS; Raleigh-Durham / Southeast US
Michael Hennessy,Michael,Hennessy,Morgan Creek Capital Management,"Chapel Hill, North Carolina",Seed; Series A; Other Lists,Cybersecurity; Real Estate/PropTech; Data Services; Robotics; Payments; Web3/Blockchain; Web3/Crypto; Consumer Internet; SaaS; AI; Raleigh-Durham / Southeast US
Greg Holmes,Greg,Holmes,Morgan Creek Capital Management,"New York, New York",Seed; Series A; Series B; Other Lists,IoT; Food and Beverage; Robotics; Social Networks; Payments; Digital Health; E-commerce; Health & Hospital Services; Health IT; SaaS; New York City
Sachin Jaitly,Sachin,Jaitly,Morgan Creek Capital Management,New York City,Seed; Series A; Other Lists,Web3/Crypto; Web3/Blockchain; AI
Dan Kingston,Dan,Kingston,Morgan Creek Capital Management,"Seattle, Washington",Seed; Series A; Series B; Other Lists,Cybersecurity; Payments; Robotics; Social Networks; IoT; Data Services; E-commerce; Consumer Internet; SaaS; AI; Seattle / Portland
Nicholas Lee,Nicholas,Lee,Morgan Creek Capital Management,Shanghai,Seed; Series A,Cybersecurity; Food and Beverage; EnergyTech; Data Services; IoT; Web3/Blockchain; Web3/Crypto; AI; Consumer Internet; SaaS
Cory Lester,Cory,Lester,Morgan Creek Capital Management,"Chicago, Illinois",Seed; Series A; Other Lists,Cybersecurity; Payments; Robotics; Web3/Crypto; Data Services; Web3/Blockchain; IoT; Consumer Internet; AI; SaaS; Midwest
Tina Li,Tina,Li,Morgan Creek Capital Management,Shanghai,Seed; Series A; Series B,Robotics; Food and Beverage; IoT; EnergyTech; E-commerce; Digital Health; Health & Hospital Services; Health IT; SaaS; Consumer Internet
Ryan Newson,Ryan,Newson,Morgan Creek Capital Management,Raleigh-Durham / Southeast US,Seed; Series A; Series B; Other Lists,Social Networks; Robotics; Cybersecurity; Payments; Food and Beverage; IoT; Data Services; E-commerce; SaaS; AI
Oam Patel,Oam,Patel,Morgan Creek Capital Management,"New York, New York",Seed; Series A; Series B; Other Lists,Web3/Blockchain; Web3/Crypto; FinTech; New York City
Macon Patton,Macon,Patton,Morgan Creek Capital Management,"Chapel Hill, North Carolina",Seed; Series A; Series B; Other Lists,Social Networks; Food and Beverage; Robotics; EnergyTech; Real Estate/PropTech; E-commerce; Digital Health; Health & Hospital Services; Health IT; SaaS; Raleigh-Durham / Southeast US
Andrew Schmeelk,Andrew,Schmeelk,Morgan Creek Capital Management,"New York, New York",Seed; Series A; Series B; Other Lists,Food and Beverage; Robotics; IoT; Digital Health; Cloud Infrastructure; Health IT; E-commerce; Health & Hospital Services; SaaS; Consumer Internet; New York City
Xavier Segura,Xavier,Segura,Morgan Creek Capital Management,"New York, New York",Seed; Series A; Series B; Other Lists,Cybersecurity; IoT; Food and Beverage; Social Networks; Digital Health; Web3/Blockchain; E-commerce; Web3/Crypto; Health & Hospital Services; Health IT; New York City
Rainey Sellars,Rainey,Sellars,Morgan Creek Capital Management,"Chapel Hill, North Carolina",Seed; Series A; Series B; Other Lists,Social Networks; Cybersecurity; Food and Beverage; EnergyTech; IoT; Payments; Health & Hospital Services; Digital Health; Health IT; SaaS; Raleigh-Durham / Southeast US; Female Investors
Frank Tanner,Frank,Tanner,Morgan Creek Capital Management,"Chapel Hill, North Carolina",Seed; Series A; Series B; Other Lists,Food and Beverage; Cybersecurity; IoT; Data Services; E-commerce; Health & Hospital Services; Digital Health; Consumer Internet; AI; Health IT; Raleigh-Durham / Southeast US
Josh Tilley,Josh,Tilley,Morgan Creek Capital Management,"Chapel Hill, North Carolina",Seed; Series A; Other Lists,Cybersecurity; Robotics; EnergyTech; Data Services; Payments; Web3/Blockchain; Web3/Crypto; Consumer Internet; SaaS; AI; Raleigh-Durham / Southeast US
Erica Vrana,Erica,Vrana,Morgan Creek Capital Management,Raleigh-Durham / Southeast US,Seed; Series A; Series B; Other Lists,Social Networks; Food and Beverage; Cybersecurity; EnergyTech; Robotics; E-commerce; Digital Health; Health & Hospital Services; Health IT; SaaS
Gerard Watson,Gerard,Watson,Morgan Creek Capital Management,New Jersey,Seed; Series A; Series B,Web3/Blockchain; Web3/Crypto; AI; Consumer Internet; FinTech
Mark Yusko,Mark,Yusko,Morgan Creek Capital Management,"Chapel Hill, North Carolina",Seed; Series A; Series B; Other Lists,Insurance; Food and Beverage; Web3/Blockchain; Web3/Crypto; Raleigh-Durham / Southeast US
Ivan Alo,Ivan,Alo,New Age Capital,New York City; Canada; United States,Seed; Other Lists,"BioTech; Web3/Crypto; FinTech; Marketplaces; Diverse Investors; Investors who invested in diverse founders; Angel, Scout, and Solo-Capitalists"
Ben Hassler,Ben,Hassler,Polymath Capital Partners,New York City,Pre-seed; Seed; Other Lists,Space; Payments; BioTech; Analytics; Consumer Health; Health IT; Marketplaces; AI; Enterprise; FinTech
Nia Johnson,Nia,Johnson,Polymath Capital Partners,"Washington, District of Columbia",Pre-seed; Seed; Other Lists,"Consumer Internet; Enterprise; Washington, D.C."
Rumeer Keshwani,Rumeer,Keshwani,Polymath Capital Partners,New Jersey,Seed; Series A,Consumer Internet; Enterprise
Hannah Konitshek,Hannah,Konitshek,Polymath Capital Partners,"San Francisco Bay Area; San Francisco, California",Pre-seed; Seed; Other Lists,LegalTech; Marketplaces; Enterprise
Sean Mahsoul,Sean,Mahsoul,Polymath Capital Partners,"San Francisco, California",Seed; Other Lists,BioTech; San Francisco Bay Area
Vic Yeh,Vic,Yeh,Polymath Capital Partners,"San Francisco Bay Area; San Francisco, California",Pre-seed; Seed; Other Lists,Insurance; Consumer Internet; FinTech; AI; Enterprise; SaaS
Anthony Choi,Anthony,Choi,Struck Capital,New York City,Seed; Series A; Other Lists,Enterprise; Consumer Internet
Justin Fasano,Justin,Fasano,Struck Capital,San Francisco Bay Area,Seed; Series A; Other Lists,Cybersecurity; Web3/Crypto; FinTech
Ashley Levinson,Ashley,Levinson,Struck Capital,"Santa Monica, California",Seed; Series A; Other Lists,"Enterprise; Consumer Internet; Los Angeles / Southern California; Angel, Scout, and Solo-Capitalists"
Cole Mora,Cole,Mora,Struck Capital,"Los Angeles, California",Seed; Other Lists,AR/VR; Games; Cloud Infrastructure; Web3/Blockchain; E-commerce; AI; Enterprise; Los Angeles / Southern California; New York City
Jon Neff,Jon,Neff,Struck Capital,"New York, New York",Pre-seed; Seed; Other Lists,"Health & Hospital Services; Health IT; SaaS; Enterprise; FinTech; Angel, Scout, and Solo-Capitalists; New York City"
Henri Rizack,Henri,Rizack,Struck Capital,"Los Angeles, California",Seed; Other Lists,Enterprise; Consumer Internet; Los Angeles / Southern California
Gregory Stofman,Gregory,Stofman,Struck Capital,"Santa Monica, California; Los Angeles, California",Seed; Series A; Series B; Other Lists,Enterprise; Consumer Internet; Los Angeles / Southern California
Adam Struck,Adam,Struck,Struck Capital,"Santa Monica, California",Seed; Series A; Series B; Other Lists,Consumer Internet; Enterprise; Los Angeles / Southern California
Ed Walters,Ed,Walters,Tamarisc Ventures,"New York City; Boston, Massachusetts; Los Angeles, California; Los Angeles / Southern California; Toronto, Ontario; Atlanta, Georgia; San Francisco, California",Pre-seed; Seed; Other Lists,Lodging/Hospitality; Travel; Retail; Robotics; Real Estate/PropTech; IoT; Analytics; Enterprise; SaaS; AI; British Columbia; Raleigh-Durham / Southeast US; Boston / New England; San Francisco Bay Area
David Bates,David,Bates,Tamarisc Ventures,,,
Seng Oon Toh,Seng Oon,Toh,Tamarisc Ventures,,,
Hui Cheng,Hui,Cheng,Town Hall Ventures,United States,Seed; Series A; Series B,Consumer Health; Digital Health; Health & Hospital Services; Health IT
Anna Fagin,Anna,Fagin,Town Hall Ventures,"New York, New York",Seed; Series A; Series B; Other Lists,Consumer Health; Digital Health; Health & Hospital Services; Health IT; New York City
Robert Fuentes,Robert,Fuentes,Town Hall Ventures,"New York, New York; Brooklyn, New York",Seed; Series A; Series B; Other Lists,Consumer Health; Digital Health; Health & Hospital Services; Health IT; New York City
Trevor Price,Trevor,Price,Town Hall Ventures,,Seed; Series A; Series B; Other Lists,Consumer Health; Health & Hospital Services; Health IT; Digital Health; New York City
Andy Slavitt,Andy,Slavitt,Town Hall Ventures,"Minneapolis, Minnesota",Seed; Series A; Series B; Other Lists,Consumer Health; Digital Health; Health & Hospital Services; Health IT; Midwest
David Whelan,David,Whelan,Town Hall Ventures,New York City,Series A; Series B; Other Lists,Consumer Health; Digital Health; Marketplaces; Health IT; Health & Hospital Services
Greg Carson,Greg,Carson,XBTO Humla Ventures,Sweden,Seed; Series A; Series B,AR/VR; Web3/Crypto; AI; FinTech
Hugues ( Hugo ) Dongmo,Hugues ( Hugo ),Dongmo,XBTO Humla Ventures,New York City,Seed; Series A; Series B; Other Lists,Web3/Crypto; FinTech
Lee Giove,Lee,Giove,XBTO Humla Ventures,Sweden,Seed; Series A; Series B; Other Lists,Social Networks; Enterprise Applications; Web3/Crypto; AI; Consumer Internet; Enterprise; FinTech; Investors who were founders
Ekaterina Glebova,Ekaterina,Glebova,XBTO Humla Ventures,Sweden,Seed; Series A; Series B,Web3/Crypto; FinTech
Kasia Kostun,Kasia,Kostun,XBTO Humla Ventures,"Paris, France",Seed; Series A; Series B,Web3/Crypto; FinTech
Paul Phillips,Paul,Phillips,XBTO Humla Ventures,"Tampa, Florida",Seed; Series A; Series B; Other Lists,Web3/Crypto; FinTech; Raleigh-Durham / Southeast US
Martin Dolfi,Martin,Dolfi,Beliade,"New York, New York",Pre-seed; Seed; Other Lists,Cosmetics; Wellness & Fitness; New York City
Tracy Dubb,Tracy,Dubb,Beliade,"New York, New York",Pre-seed; Seed; Other Lists,Cosmetics; Wellness & Fitness; Fashion; Food and Beverage; Consumer Health; Health & Hospital Services; Consumer Internet; New York City
